Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW09,4,2017,October,18.4,41.7,82.1,55.5
Staten Island,SI01,4,2017,October,19.1,38.4,79.6,51.3
Staten Island,SI02,4,2017,October,19.2,42.9,76.9,53.6
Staten Island,SI03,4,2017,October,20.7,46.6,84.9,58.7
Brooklyn North,BKN01,3,2017,September,15.3,55.4,44.2,50.3
Brooklyn North,BKN02,3,2017,September,17.9,32.8,53.5,38.5
Brooklyn North,BKN03,3,2017,September,11.7,38.9,39.2,39.0
Brooklyn North,BKN04,3,2017,September,14.4,39.3,58.7,48.1
Brooklyn North,BKN05,3,2017,September,9.9,27.7,39.2,32.9
Brooklyn North,BKN08,3,2017,September,15.6,49.3,52.2,50.6
Brooklyn North,BKN09,3,2017,September,12.6,31.7,46.8,36.8
Brooklyn North,BKN16,3,2017,September,8.4,25.4,31.2,28.0
Brooklyn North,BKN17,3,2017,September,13.3,27.6,68.2,41.5
Brooklyn South,BKS06,3,2017,September,30.2,47.3,85.6,57.9
Brooklyn South,BKS07,3,2017,September,25.4,72.6,76.6,74.0
Brooklyn South,BKS10,3,2017,September,24.4,58.1,87.6,68.1
Brooklyn South,BKS11,3,2017,September,19.0,47.2,71.4,55.4
Brooklyn South,BKS12,3,2017,September,15.6,61.9,40.3,52.1
Brooklyn South,BKS13,3,2017,September,14.1,40.6,53.6,46.2
Brooklyn South,BKS14,3,2017,September,14.4,35.2,55.0,41.4
Brooklyn South,BKS15,3,2017,September,17.8,49.2,67.7,55.5
Brooklyn South,BKS18,3,2017,September,15.9,37.1,65.3,46.0
Bronx,BX01,3,2017,September,6.7,19.5,25.5,22.1
Bronx,BX02,3,2017,September,12.8,33.6,53.0,42.1
Bronx,BX03,3,2017,September,9.5,27.6,35.9,31.2
Bronx,BX04,3,2017,September,10.8,27.8,45.4,35.5
Bronx,BX05,3,2017,September,11.7,27.1,53.3,38.5
Bronx,BX06,3,2017,September,14.3,36.0,44.6,39.7
Bronx,BX07,3,2017,September,13.5,32.6,59.9,44.5
Bronx,BX08,3,2017,September,20.3,46.0,80.0,56.8
Bronx,BX09,3,2017,September,9.7,26.5,39.6,32.5
Bronx,BX10,3,2017,September,17.9,41.8,74.0,52.8
Bronx,BX11,3,2017,September,13.7,32.0,63.7,42.8
Bronx,BX12,3,2017,September,16.5,34.1,84.5,51.3
Manhattan,MN01,3,2017,September,27.4,46.6,71.1,52.2
Manhattan,MN02,3,2017,September,25.6,39.3,80.4,48.7
Manhattan,MN03,3,2017,September,14.4,45.8,42.2,44.2
Manhattan,MN04,3,2017,September,23.0,34.0,80.3,44.7
Manhattan,MN05,3,2017,September,19.4,30.8,60.6,37.6
Manhattan,MN06,3,2017,September,22.7,34.5,75.9,44.0
Manhattan,MN07,3,2017,September,27.1,42.6,80.4,51.2
Manhattan,MN08,3,2017,September,26.7,43.8,78.2,51.7
Manhattan,MN09,3,2017,September,18.0,59.3,46.4,53.7
Manhattan,MN10,3,2017,September,14.6,40.0,56.2,47.1
Manhattan,MN11,3,2017,September,11.9,41.8,30.6,36.9
Manhattan,MN12,3,2017,September,15.7,45.2,57.2,50.4
Queens East,QE07,3,2017,September,17.7,47.4,69.6,55.0
Queens East,QE08,3,2017,September,15.8,28.9,51.5,35.1
Queens East,QE10,3,2017,September,21.1,36.7,86.7,52.4
Queens East,QE11,3,2017,September,21.3,52.5,81.7,61.7
Queens East,QE12,3,2017,September,13.8,33.4,72.3,48.8
Queens East,QE13,3,2017,September,17.7,34.1,88.6,51.3
Queens East,QE14,3,2017,September,11.4,30.6,45.0,35.5
Queens West,QW01,3,2017,September,19.8,49.7,84.2,61.5
Queens West,QW02,3,2017,September,19.5,51.2,78.8,60.6
Queens West,QW03,3,2017,September,14.2,32.7,66.2,44.1
Queens West,QW04,3,2017,September,14.7,35.2,66.1,45.8
Queens West,QW05,3,2017,September,24.2,49.9,98.6,66.5
Queens West,QW06,3,2017,September,21.0,30.6,75.0,40.7
Queens West,QW09,3,2017,September,18.8,42.3,85.2,56.9
Staten Island,SI01,3,2017,September,19.1,38.4,79.8,51.4
Staten Island,SI02,3,2017,September,19.2,42.8,78.7,54.1
Staten Island,SI03,3,2017,September,20.8,46.3,86.9,59.0
Brooklyn North,BKN01,10,2016,April,13.7,41.0,44.3,42.3
Brooklyn North,BKN02,10,2016,April,17.6,33.2,55.4,39.8
Brooklyn North,BKN03,10,2016,April,10.9,30.5,39.3,34.1
Brooklyn North,BKN04,10,2016,April,13.4,30.3,59.3,42.1
Brooklyn North,BKN05,10,2016,April,9.6,22.4,41.6,30.2
Brooklyn North,BKN08,10,2016,April,15.2,40.1,55.8,46.5
Brooklyn North,BKN09,10,2016,April,11.7,31.4,42.9,35.8
Brooklyn North,BKN16,10,2016,April,8.2,21.2,32.2,25.7
Brooklyn North,BKN17,10,2016,April,13.2,29.5,58.0,40.3
Brooklyn South,BKS06,10,2016,April,30.1,47.4,85.4,58.6
Brooklyn South,BKS07,10,2016,April,20.4,47.2,71.0,56.2
Brooklyn South,BKS10,10,2016,April,24.9,57.3,76.2,64.4
Brooklyn South,BKS11,10,2016,April,17.7,47.3,65.1,54.1
Brooklyn South,BKS12,10,2016,April,14.4,47.5,41.5,45.0
Brooklyn South,BKS13,10,2016,April,13.4,39.6,51.9,44.9
Brooklyn South,BKS14,10,2016,April,15.0,36.9,57.4,43.9
Brooklyn South,BKS15,10,2016,April,17.6,48.5,62.4,53.8
Brooklyn South,BKS18,10,2016,April,15.0,41.6,68.4,51.1
Bronx,BX01,10,2016,April,6.8,19.7,26.8,22.8
Bronx,BX02,10,2016,April,12.5,32.3,54.3,41.9
Bronx,BX03,10,2016,April,10.1,28.0,41.4,33.9
Bronx,BX04,10,2016,April,10.9,28.6,47.1,36.7
Bronx,BX05,10,2016,April,11.9,28.7,54.1,39.8
Bronx,BX06,10,2016,April,14.0,36.6,45.3,40.4
Bronx,BX07,10,2016,April,13.3,32.7,60.2,44.7
Bronx,BX08,10,2016,April,20.2,47.1,81.3,58.8
Bronx,BX09,10,2016,April,9.2,21.5,39.4,28.8
Bronx,BX10,10,2016,April,17.8,42.2,67.3,51.7
Bronx,BX11,10,2016,April,14.0,35.7,54.1,42.7
Bronx,BX12,10,2016,April,16.4,35.2,74.6,50.1
Manhattan,MN01,10,2016,April,27.1,45.9,74.3,52.8
Manhattan,MN02,10,2016,April,25.4,38.9,83.2,49.5
Manhattan,MN03,10,2016,April,13.6,43.0,44.1,43.5
Manhattan,MN04,10,2016,April,22.8,33.5,82.2,45.2
Manhattan,MN05,10,2016,April,19.7,31.8,62.0,39.1
Manhattan,MN06,10,2016,April,22.6,34.0,79.4,44.9
Manhattan,MN07,10,2016,April,26.6,42.1,81.8,51.7
Manhattan,MN08,10,2016,April,26.4,43.5,80.5,52.4
Manhattan,MN09,10,2016,April,17.3,57.2,47.7,53.1
Manhattan,MN10,10,2016,April,14.3,38.8,55.3,46.0
Manhattan,MN11,10,2016,April,11.5,42.1,34.0,38.6
Manhattan,MN12,10,2016,April,15.7,44.0,60.9,51.4
Queens East,QE07,10,2016,April,17.9,48.9,64.1,54.7
Queens East,QE08,10,2016,April,15.9,30.6,52.7,37.1
Queens East,QE10,10,2016,April,21.4,46.8,88.4,61.6
Queens East,QE11,10,2016,April,21.7,65.2,90.4,74.2
Queens East,QE12,10,2016,April,14.0,39.3,64.5,50.8
Queens East,QE13,10,2016,April,17.8,44.2,91.2,60.9
Queens East,QE14,10,2016,April,11.4,32.0,39.6,34.9
Queens West,QW01,10,2016,April,19.6,49.5,76.3,59.7
Queens West,QW02,10,2016,April,19.3,52.7,69.1,58.9
Queens West,QW03,10,2016,April,14.2,33.5,59.1,43.2
Queens West,QW04,10,2016,April,13.5,33.0,54.2,41.1
Queens West,QW05,10,2016,April,23.8,50.6,84.2,63.3
Queens West,QW06,10,2016,April,20.8,30.6,75.0,41.3
Queens West,QW09,10,2016,April,18.9,43.3,76.4,55.9
Staten Island,SI01,10,2016,April,18.7,45.6,81.5,58.3
Staten Island,SI02,10,2016,April,18.8,52.2,80.7,62.4
Staten Island,SI03,10,2016,April,19.7,55.3,85.5,66.0
Brooklyn North,BKN01,2,2016,August,15.0,46.6,42.4,44.7
Brooklyn North,BKN02,2,2016,August,16.6,30.8,49.1,36.2
Brooklyn North,BKN03,2,2016,August,10.3,29.6,33.5,31.4
Brooklyn North,BKN04,2,2016,August,12.6,30.5,48.1,38.5
Brooklyn North,BKN05,2,2016,August,9.3,23.3,34.4,28.4
Brooklyn North,BKN08,2,2016,August,14.3,41.2,46.7,43.7
Brooklyn North,BKN09,2,2016,August,11.6,30.9,38.1,33.8
Brooklyn North,BKN16,2,2016,August,7.9,20.8,27.9,24.0
Brooklyn North,BKN17,2,2016,August,13.1,28.8,52.1,38.1
Brooklyn South,BKS06,2,2016,August,26.3,42.7,75.4,52.3
Brooklyn South,BKS07,2,2016,August,19.6,44.9,60.9,51.2
Brooklyn South,BKS10,2,2016,August,23.2,57.0,64.2,59.8
Brooklyn South,BKS11,2,2016,August,17.3,48.0,53.7,50.3
Brooklyn South,BKS12,2,2016,August,14.6,51.1,36.6,44.5
Brooklyn South,BKS13,2,2016,August,12.1,35.5,43.0,38.7
Brooklyn South,BKS14,2,2016,August,13.1,30.3,48.4,36.2
Brooklyn South,BKS15,2,2016,August,17.0,47.6,52.2,49.4
Brooklyn South,BKS18,2,2016,August,14.3,33.8,55.7,41.6
Bronx,BX01,2,2016,August,6.3,17.1,23.9,20.0
Bronx,BX02,2,2016,August,11.2,28.2,46.2,35.9
Bronx,BX03,2,2016,August,8.3,21.5,33.5,26.7
Bronx,BX04,2,2016,August,9.9,25.1,40.5,31.7
Bronx,BX05,2,2016,August,11.2,25.8,48.9,35.7
Bronx,BX06,2,2016,August,11.1,32.9,38.8,35.4
Bronx,BX07,2,2016,August,12.8,30.5,54.8,40.9
Bronx,BX08,2,2016,August,19.7,41.7,75.1,52.5
Bronx,BX09,2,2016,August,8.8,22.0,32.9,27.0
Bronx,BX10,2,2016,August,17.9,41.3,62.1,49.6
Bronx,BX11,2,2016,August,13.9,35.3,48.2,40.4
Bronx,BX12,2,2016,August,15.8,33.3,65.6,46.2
Manhattan,MN01,2,2016,August,25.4,43.6,61.8,48.5
Manhattan,MN02,2,2016,August,22.3,35.5,64.7,43.4
Manhattan,MN03,2,2016,August,12.7,40.4,40.0,40.2
Manhattan,MN04,2,2016,August,21.3,31.9,67.0,41.4
Manhattan,MN05,2,2016,August,17.9,30.4,46.5,34.8
Manhattan,MN06,2,2016,August,21.0,33.1,62.1,40.9
Manhattan,MN07,2,2016,August,24.4,40.4,64.6,46.9
Manhattan,MN08,2,2016,August,24.7,41.4,64.7,47.7
Manhattan,MN09,2,2016,August,15.6,53.0,45.6,49.8
Manhattan,MN10,2,2016,August,12.8,34.0,48.4,40.2
Manhattan,MN11,2,2016,August,10.8,38.1,30.1,34.7
Manhattan,MN12,2,2016,August,14.9,42.1,55.0,47.7
Queens East,QE07,2,2016,August,17.0,48.6,51.1,49.6
Queens East,QE08,2,2016,August,15.1,28.3,43.5,32.8
Queens East,QE10,2,2016,August,15.9,36.7,63.5,46.2
Queens East,QE11,2,2016,August,21.2,56.4,71.4,61.7
Queens East,QE12,2,2016,August,13.0,34.7,51.1,42.6
Queens East,QE13,2,2016,August,16.4,34.5,71.5,47.6
Queens East,QE14,2,2016,August,10.4,28.5,33.0,30.3
Queens West,QW01,2,2016,August,18.4,48.1,62.3,53.7
Queens West,QW02,2,2016,August,18.8,51.1,60.5,54.8
Queens West,QW03,2,2016,August,13.4,31.3,50.6,38.9
Queens West,QW04,2,2016,August,12.7,32.5,43.9,37.1
Queens West,QW05,2,2016,August,22.2,48.7,73.0,58.4
Queens West,QW06,2,2016,August,20.0,31.3,59.4,38.9
Queens West,QW09,2,2016,August,17.1,40.4,64.1,49.8
Staten Island,SI01,2,2016,August,19.1,40.5,69.1,50.6
Staten Island,SI02,2,2016,August,18.7,46.5,68.2,54.2
Staten Island,SI03,2,2016,August,19.9,48.6,74.7,57.9
Brooklyn North,BKN01,6,2016,December,16.0,49.6,49.7,49.7
Brooklyn North,BKN02,6,2016,December,18.7,34.3,53.5,39.8
Brooklyn North,BKN03,6,2016,December,11.8,35.1,40.2,37.2
Brooklyn North,BKN04,6,2016,December,14.4,36.2,58.9,45.5
Brooklyn North,BKN05,6,2016,December,10.6,28.0,41.3,33.4
Brooklyn North,BKN08,6,2016,December,16.2,46.4,55.1,49.9
Brooklyn North,BKN09,6,2016,December,12.0,30.8,38.1,33.5
Brooklyn North,BKN16,6,2016,December,9.0,24.8,33.4,28.3
Brooklyn North,BKN17,6,2016,December,14.9,32.2,58.2,41.7
Brooklyn South,BKS06,6,2016,December,31.6,49.6,80.6,58.4
Brooklyn South,BKS07,6,2016,December,22.2,49.8,68.2,56.5
Brooklyn South,BKS10,6,2016,December,26.9,60.5,72.5,64.9
Brooklyn South,BKS11,6,2016,December,19.7,51.6,61.7,55.3
Brooklyn South,BKS12,6,2016,December,15.7,56.3,40.4,49.8
Brooklyn South,BKS13,6,2016,December,13.7,43.1,45.1,44.0
Brooklyn South,BKS14,6,2016,December,15.2,33.2,49.5,38.3
Brooklyn South,BKS15,6,2016,December,19.7,53.2,58.6,55.1
Brooklyn South,BKS18,6,2016,December,16.9,36.8,58.2,43.7
Bronx,BX01,6,2016,December,6.4,19.1,22.6,20.7
Bronx,BX02,6,2016,December,13.0,35.6,49.8,42.0
Bronx,BX03,6,2016,December,10.0,28.7,36.5,32.2
Bronx,BX04,6,2016,December,10.7,30.5,39.5,34.5
Bronx,BX05,6,2016,December,11.8,30.8,46.4,37.8
Bronx,BX06,6,2016,December,13.2,37.1,37.6,37.3
Bronx,BX07,6,2016,December,14.4,38.5,56.0,46.4
Bronx,BX08,6,2016,December,22.1,44.5,78.4,55.1
Bronx,BX09,6,2016,December,9.8,25.1,39.8,31.1
Bronx,BX10,6,2016,December,20.3,47.7,65.5,54.2
Bronx,BX11,6,2016,December,15.2,37.3,51.6,42.5
Bronx,BX12,6,2016,December,17.4,37.1,69.4,48.8
Manhattan,MN01,6,2016,December,28.4,48.7,66.8,53.4
Manhattan,MN02,6,2016,December,27.5,43.4,74.8,51.5
Manhattan,MN03,6,2016,December,14.2,48.0,38.6,43.8
Manhattan,MN04,6,2016,December,22.9,35.1,68.5,43.7
Manhattan,MN05,6,2016,December,20.6,34.2,54.3,39.3
Manhattan,MN06,6,2016,December,24.5,39.3,68.4,46.8
Manhattan,MN07,6,2016,December,28.5,46.9,72.3,53.4
Manhattan,MN08,6,2016,December,28.3,47.3,73.4,54.0
Manhattan,MN09,6,2016,December,16.7,55.6,42.0,49.5
Manhattan,MN10,6,2016,December,14.9,42.6,49.5,45.7
Manhattan,MN11,6,2016,December,11.9,44.4,31.2,38.4
Manhattan,MN12,6,2016,December,17.9,53.6,60.1,56.5
Queens East,QE07,6,2016,December,19.6,51.6,60.7,54.9
Queens East,QE08,6,2016,December,16.9,32.5,48.2,37.0
Queens East,QE10,6,2016,December,26.0,42.9,75.1,53.2
Queens East,QE11,6,2016,December,23.8,54.9,75.5,61.5
Queens East,QE12,6,2016,December,15.1,38.9,62.5,48.8
Queens East,QE13,6,2016,December,19.6,38.0,77.6,50.7
Queens East,QE14,6,2016,December,12.8,34.8,37.8,35.9
Queens West,QW01,6,2016,December,20.7,50.6,70.6,57.9
Queens West,QW02,6,2016,December,21.6,56.0,68.4,60.5
Queens West,QW03,6,2016,December,15.4,35.2,57.0,43.1
Queens West,QW04,6,2016,December,14.8,36.0,51.2,41.6
Queens West,QW05,6,2016,December,26.8,55.3,78.9,63.9
Queens West,QW06,6,2016,December,22.8,35.7,66.1,43.6
Queens West,QW09,6,2016,December,20.1,47.2,71.4,56.0
Staten Island,SI01,6,2016,December,20.7,41.1,65.0,48.7
Staten Island,SI02,6,2016,December,21.7,48.8,67.3,54.7
Staten Island,SI03,6,2016,December,22.7,52.1,68.7,57.4
Brooklyn North,BKN01,8,2016,February,17.0,51.1,55.4,52.9
Brooklyn North,BKN02,8,2016,February,20.5,36.1,63.1,43.8
Brooklyn North,BKN03,8,2016,February,13.0,37.6,46.5,41.3
Brooklyn North,BKN04,8,2016,February,15.8,36.5,69.5,50.0
Brooklyn North,BKN05,8,2016,February,11.4,27.3,48.8,36.1
Brooklyn North,BKN08,8,2016,February,18.5,50.4,67.3,57.3
Brooklyn North,BKN09,8,2016,February,13.6,33.4,46.4,38.1
Brooklyn North,BKN16,8,2016,February,9.2,24.4,35.8,29.1
Brooklyn North,BKN17,8,2016,February,15.7,31.1,66.0,43.8
Brooklyn South,BKS06,8,2016,February,33.8,52.2,95.7,64.5
Brooklyn South,BKS07,8,2016,February,23.2,49.6,78.5,60.1
Brooklyn South,BKS10,8,2016,February,27.3,61.0,82.6,68.9
Brooklyn South,BKS11,8,2016,February,21.3,53.4,70.8,59.7
Brooklyn South,BKS12,8,2016,February,17.4,61.4,45.8,55.0
Brooklyn South,BKS13,8,2016,February,15.3,46.1,53.3,49.3
Brooklyn South,BKS14,8,2016,February,17.6,37.3,60.6,44.6
Brooklyn South,BKS15,8,2016,February,21.0,54.1,66.9,58.8
Brooklyn South,BKS18,8,2016,February,18.4,37.7,68.5,47.5
Bronx,BX01,8,2016,February,7.7,21.5,29.1,24.9
Bronx,BX02,8,2016,February,13.2,35.5,51.1,42.5
Bronx,BX03,8,2016,February,10.8,29.6,41.4,34.9
Bronx,BX04,8,2016,February,12.2,31.8,48.1,39.1
Bronx,BX05,8,2016,February,13.1,31.2,55.9,42.3
Bronx,BX06,8,2016,February,15.0,40.5,48.4,44.0
Bronx,BX07,8,2016,February,15.3,37.2,63.7,49.1
Bronx,BX08,8,2016,February,23.1,45.4,89.0,59.1
Bronx,BX09,8,2016,February,10.5,25.4,44.2,33.1
Bronx,BX10,8,2016,February,20.8,46.5,74.2,56.6
Bronx,BX11,8,2016,February,16.9,39.3,61.3,47.3
Bronx,BX12,8,2016,February,18.7,36.3,80.5,52.4
Manhattan,MN01,8,2016,February,29.4,47.6,78.1,55.4
Manhattan,MN02,8,2016,February,26.9,40.1,80.1,50.4
Manhattan,MN03,8,2016,February,15.6,48.0,48.3,48.1
Manhattan,MN04,8,2016,February,23.4,33.7,76.4,44.7
Manhattan,MN05,8,2016,February,21.8,35.0,60.8,41.6
Manhattan,MN06,8,2016,February,24.3,36.5,74.7,46.4
Manhattan,MN07,8,2016,February,29.8,46.9,81.8,55.9
Manhattan,MN08,8,2016,February,29.1,46.3,81.8,55.4
Manhattan,MN09,8,2016,February,17.1,55.1,46.2,51.1
Manhattan,MN10,8,2016,February,15.6,41.0,56.5,48.0
Manhattan,MN11,8,2016,February,12.5,44.7,35.0,40.3
Manhattan,MN12,8,2016,February,18.4,50.9,66.6,57.9
Queens East,QE07,8,2016,February,20.7,51.6,69.0,57.9
Queens East,QE08,8,2016,February,18.5,33.3,58.2,40.4
Queens East,QE10,8,2016,February,24.4,40.3,87.2,55.3
Queens East,QE11,8,2016,February,25.9,56.5,89.4,67.1
Queens East,QE12,8,2016,February,16.4,38.1,73.4,52.9
Queens East,QE13,8,2016,February,21.8,38.8,94.3,56.5
Queens East,QE14,8,2016,February,12.8,32.8,41.1,35.8
Queens West,QW01,8,2016,February,21.9,50.3,80.4,61.3
Queens West,QW02,8,2016,February,21.6,52.4,74.6,60.4
Queens West,QW03,8,2016,February,16.3,34.2,65.5,45.6
Queens West,QW04,8,2016,February,15.4,34.6,57.8,43.0
Queens West,QW05,8,2016,February,27.0,53.6,93.9,68.2
Queens West,QW06,8,2016,February,23.1,33.8,74.1,44.2
Queens West,QW09,8,2016,February,21.4,44.6,82.5,58.4
Staten Island,SI01,8,2016,February,21.6,42.5,78.8,54.1
Staten Island,SI02,8,2016,February,23.1,49.1,77.9,58.3
Staten Island,SI03,8,2016,February,24.7,53.1,83.8,62.9
Brooklyn North,BKN01,7,2016,January,14.1,40.5,42.4,41.3
Brooklyn North,BKN02,7,2016,January,17.7,28.2,50.0,34.4
Brooklyn North,BKN03,7,2016,January,10.6,29.0,36.3,32.0
Brooklyn North,BKN04,7,2016,January,13.5,30.3,55.0,40.4
Brooklyn North,BKN05,7,2016,January,9.1,21.1,35.9,27.2
Brooklyn North,BKN08,7,2016,January,14.7,36.1,46.3,40.3
Brooklyn North,BKN09,7,2016,January,11.9,27.8,38.9,31.8
Brooklyn North,BKN16,7,2016,January,8.3,21.2,31.4,25.4
Brooklyn North,BKN17,7,2016,January,13.0,25.3,52.9,35.4
Brooklyn South,BKS06,7,2016,January,29.6,41.3,75.0,50.9
Brooklyn South,BKS07,7,2016,January,18.7,36.4,59.7,44.9
Brooklyn South,BKS10,7,2016,January,23.3,45.9,65.1,52.9
Brooklyn South,BKS11,7,2016,January,15.9,38.0,53.8,43.8
Brooklyn South,BKS12,7,2016,January,12.7,42.4,35.9,39.8
Brooklyn South,BKS13,7,2016,January,12.9,38.5,44.7,41.3
Brooklyn South,BKS14,7,2016,January,13.0,25.2,44.3,31.2
Brooklyn South,BKS15,7,2016,January,16.7,40.3,51.9,44.5
Brooklyn South,BKS18,7,2016,January,14.6,28.4,54.7,36.8
Bronx,BX01,7,2016,January,5.9,16.9,20.4,18.5
Bronx,BX02,7,2016,January,13.4,32.7,52.1,41.4
Bronx,BX03,7,2016,January,7.6,19.8,29.5,24.2
Bronx,BX04,7,2016,January,9.6,25.1,35.7,29.8
Bronx,BX05,7,2016,January,10.4,24.4,43.2,32.9
Bronx,BX06,7,2016,January,11.4,29.8,31.6,30.6
Bronx,BX07,7,2016,January,12.4,29.0,49.8,38.3
Bronx,BX08,7,2016,January,18.2,35.0,64.3,44.2
Bronx,BX09,7,2016,January,8.8,20.8,36.0,27.0
Bronx,BX10,7,2016,January,18.0,38.5,62.3,47.2
Bronx,BX11,7,2016,January,13.7,30.1,48.8,36.9
Bronx,BX12,7,2016,January,15.2,29.4,64.2,42.1
Manhattan,MN01,7,2016,January,26.9,42.9,66.2,48.9
Manhattan,MN02,7,2016,January,24.3,34.3,68.0,43.0
Manhattan,MN03,7,2016,January,14.9,43.2,39.8,41.7
Manhattan,MN04,7,2016,January,23.6,33.6,74.8,44.2
Manhattan,MN05,7,2016,January,20.9,31.1,56.9,37.8
Manhattan,MN06,7,2016,January,24.4,34.8,72.1,44.4
Manhattan,MN07,7,2016,January,26.3,39.0,67.8,46.4
Manhattan,MN08,7,2016,January,26.1,38.8,67.3,46.1
Manhattan,MN09,7,2016,January,19.2,58.9,51.4,55.5
Manhattan,MN10,7,2016,January,15.2,38.8,53.7,45.5
Manhattan,MN11,7,2016,January,10.9,37.6,29.5,34.0
Manhattan,MN12,7,2016,January,16.3,42.7,56.7,49.0
Queens East,QE07,7,2016,January,18.7,45.3,59.7,50.5
Queens East,QE08,7,2016,January,15.7,28.1,47.2,33.5
Queens East,QE10,7,2016,January,22.8,35.2,75.3,48.0
Queens East,QE11,7,2016,January,22.8,47.2,75.8,56.3
Queens East,QE12,7,2016,January,14.5,34.8,62.0,46.2
Queens East,QE13,7,2016,January,18.7,33.6,74.3,46.6
Queens East,QE14,7,2016,January,12.0,28.4,35.7,31.1
Queens West,QW01,7,2016,January,19.9,45.5,68.3,53.8
Queens West,QW02,7,2016,January,22.0,51.0,71.8,58.6
Queens West,QW03,7,2016,January,15.6,32.5,57.5,41.6
Queens West,QW04,7,2016,January,13.8,31.0,48.7,37.4
Queens West,QW05,7,2016,January,23.8,44.7,75.8,56.1
Queens West,QW06,7,2016,January,21.8,30.6,67.7,40.1
Queens West,QW09,7,2016,January,19.5,40.9,69.2,51.2
Staten Island,SI01,7,2016,January,19.6,34.6,65.3,44.4
Staten Island,SI02,7,2016,January,20.1,37.7,67.6,47.2
Staten Island,SI03,7,2016,January,21.8,41.5,73.8,51.8
Brooklyn North,BKN01,1,2016,July,14.7,44.0,43.2,43.6
Brooklyn North,BKN02,1,2016,July,16.5,30.2,49.8,36.0
Brooklyn North,BKN03,1,2016,July,10.1,29.0,32.8,30.8
Brooklyn North,BKN04,1,2016,July,12.4,30.6,46.4,37.8
Brooklyn North,BKN05,1,2016,July,9.1,23.5,33.0,27.9
Brooklyn North,BKN08,1,2016,July,13.8,39.7,45.0,42.1
Brooklyn North,BKN09,1,2016,July,11.0,27.7,38.8,32.1
Brooklyn North,BKN16,1,2016,July,7.7,20.6,27.0,23.5
Brooklyn North,BKN17,1,2016,July,12.8,27.8,51.9,37.4
Brooklyn South,BKS06,1,2016,July,26.2,42.2,75.1,51.9
Brooklyn South,BKS07,1,2016,July,20.1,46.7,61.2,52.4
Brooklyn South,BKS10,1,2016,July,23.1,57.2,63.0,59.5
Brooklyn South,BKS11,1,2016,July,17.0,47.4,52.7,49.5
Brooklyn South,BKS12,1,2016,July,14.1,49.7,35.0,43.0
Brooklyn South,BKS13,1,2016,July,12.4,36.8,43.4,39.7
Brooklyn South,BKS14,1,2016,July,13.0,30.4,47.4,35.9
Brooklyn South,BKS15,1,2016,July,16.9,46.7,53.0,49.2
Brooklyn South,BKS18,1,2016,July,14.1,32.3,56.7,41.0
Bronx,BX01,1,2016,July,5.9,17.1,21.6,19.0
Bronx,BX02,1,2016,July,11.4,30.0,45.3,36.5
Bronx,BX03,1,2016,July,8.5,23.8,31.5,27.1
Bronx,BX04,1,2016,July,9.8,26.3,38.0,31.3
Bronx,BX05,1,2016,July,10.9,26.2,46.3,34.9
Bronx,BX06,1,2016,July,11.0,34.1,36.7,35.2
Bronx,BX07,1,2016,July,12.7,32.1,52.0,40.7
Bronx,BX08,1,2016,July,19.6,41.8,73.4,52.0
Bronx,BX09,1,2016,July,8.8,22.6,32.1,26.9
Bronx,BX10,1,2016,July,17.7,41.9,59.4,48.8
Bronx,BX11,1,2016,July,13.7,35.0,47.5,40.0
Bronx,BX12,1,2016,July,15.5,33.6,62.9,45.2
Manhattan,MN01,1,2016,July,25.1,43.3,60.4,47.9
Manhattan,MN02,1,2016,July,22.0,34.6,65.0,42.7
Manhattan,MN03,1,2016,July,12.6,39.9,39.5,39.7
Manhattan,MN04,1,2016,July,20.8,30.9,66.1,40.4
Manhattan,MN05,1,2016,July,17.1,27.8,47.7,33.2
Manhattan,MN06,1,2016,July,20.7,32.2,62.4,40.3
Manhattan,MN07,1,2016,July,23.9,39.1,64.4,45.9
Manhattan,MN08,1,2016,July,23.9,39.6,64.0,46.1
Manhattan,MN09,1,2016,July,15.0,51.3,43.7,48.0
Manhattan,MN10,1,2016,July,12.7,33.9,48.2,40.0
Manhattan,MN11,1,2016,July,10.7,37.6,29.5,34.2
Manhattan,MN12,1,2016,July,15.1,43.5,54.4,48.2
Queens East,QE07,1,2016,July,16.9,47.9,51.3,49.2
Queens East,QE08,1,2016,July,15.1,28.3,44.2,33.0
Queens East,QE10,1,2016,July,15.9,36.3,64.4,46.3
Queens East,QE11,1,2016,July,20.9,55.0,71.1,60.7
Queens East,QE12,1,2016,July,12.8,34.6,50.0,42.0
Queens East,QE13,1,2016,July,16.3,34.2,71.4,47.4
Queens East,QE14,1,2016,July,10.6,29.0,33.8,30.9
Queens West,QW01,1,2016,July,18.6,48.8,62.4,54.2
Queens West,QW02,1,2016,July,18.6,50.4,60.2,54.3
Queens West,QW03,1,2016,July,13.3,32.0,48.7,38.6
Queens West,QW04,1,2016,July,13.2,34.6,44.2,38.4
Queens West,QW05,1,2016,July,22.6,49.5,73.0,58.8
Queens West,QW06,1,2016,July,19.8,30.7,59.6,38.5
